"ridership","Austin","Quincy_Wells","Belmont","Archer_35th","Oak_Park","Western","Clark_Lake","Clinton","Merchandise_Mart","Irving_Park","Washington_Wells","Harlem","Monroe","Polk","Ashland","Kedzie","Addison","Jefferson_Park","Montrose","California","temp_min","temp","temp_max","temp_change","dew","humidity","pressure","pressure_change","wind","wind_max","gust","gust_max","percip","percip_max","weather_rain","weather_snow","weather_cloud","weather_storm","Blackhawks_Away","Blackhawks_Home","Bulls_Away","Bulls_Home","Bears_Away","Bears_Home","WhiteSox_Away","WhiteSox_Home","Cubs_Away","Cubs_Home","date"
21.798,0.795,1.852,2.536,1.349,0.504,1.783,5.87,1.449,1.092,1.992,0.86,1.125,2.207,0.618,0.678,1.299,1.469,2.924,0.969,0.524,69.1,73,86,16.9,64.4,76,29.68,0.120000000000001,11.5,19.6,0,29.9,0,0,0.114285714285714,0,0.771428571428571,0.428571428571429,0,1,0,0,0,0,1,1,1,1,2015-06-08
22.541,2.025,8.283,5.431,3.046,1.807,4.419,20.703,3.935,7.741,4.51,8.17,3.164,7.625,3.359,1.631,2.637,3.273,6.874,2.421,1.106,62.1,68.55,87.8,25.7,57.1,68,29.765,0.120000000000001,6.35,13.8,0,17.3,0,0.1,0,0,0.923076923076923,0.461538461538462,0,0,0,0,0,0,1,1,1,1,2015-06-09
22.46,2.171,8.175,5.644,3.294,1.974,4.795,21.173,3.948,8.181,4.574,8.39,3.286,7.8,3.526,1.733,2.744,3.426,7.084,2.594,1.227,73.9,79,93.2,19.3,64.9,60,29.7,0.0700000000000003,12.7,20.7,0,31.1,0,0.08,0.103448275862069,0,0.655172413793103,0.206896551724138,0,1,0,0,0,0,1,1,1,1,2015-06-10
22.405,2.271,8.035,5.817,3.39,1.935,4.919,22.058,3.889,7.75,4.857,8.103,3.574,8.002,3.523,1.788,2.789,3.243,7.204,2.62,1.308,66,71.6,77,11,59,68,29.825,0.109999999999999,6.9,12.7,0,0,0,0.02,0,0,1,0.791666666666667,0,0,0,0,0,0,1,1,1,1,2015-06-11
21.177,2.175,7.448,5.808,3.233,1.824,4.812,21.533,3.825,6.558,4.826,7.549,3.235,7.852,3.26,1.71,2.865,3.617,7.054,2.511,1.241,59,66.45,73.9,14.9,64,93,29.78,0.219999999999999,6.9,18.4,0,26.5,0,0.13,0.42,0,0.58,0.64,0,0,0,0,0,0,1,1,1,1,2015-06-12
7.652,0.91,1.203,3.282,1.518,0.683,2.174,6.369,1.392,0.051,2.462,0.895,1.452,2.111,0.803,0.843,1.473,1.615,3.494,1.179,0.632,57.9,59,87.1,29.2,57.9,93,29.93,0.119999999999997,5.8,17.3,0,20.7,0,0.08,0.027027027027027,0,0.918918918918919,0.621621621621622,1,0,0,0,0,0,1,1,1,1,2015-06-13
6.655,0.668,0.949,2.651,1.191,0.529,1.541,5.269,1.342,0.03,1.99,0.623,1.077,1.823,0.61,0.688,1.107,1.461,2.882,0.946,0.557,71.1,73,84.9,13.8,70,90,29.9,0.0799999999999983,6.9,16.1,0,23,0,0.68,0.485714285714286,0,0.514285714285714,0.371428571428571,0,0,0,0,0,0,1,1,1,1,2015-06-14
22.038,2.148,8.229,5.765,3.226,1.824,4.702,21.27,4.028,7.679,4.58,8.28,3.152,7.843,3.37,1.671,2.767,3.106,7.029,2.569,1.202,71.1,75.9,82,10.9,72,89,29.91,0.150000000000002,6.9,24.2,0,21.9,0.01,0.39,0.541666666666667,0,0.395833333333333,0.395833333333333,0,1,0,0,0,0,1,1,1,1,2015-06-15
23.257,2.11,8.165,5.689,3.256,1.955,4.868,21.998,4.004,7.846,4.691,8.422,3.286,7.911,3.555,1.72,2.83,3.256,7.138,2.533,1.254,66.2,70,73.4,7.2,64,90,30.02,0.27,11.5,18.4,0,24.2,0,0.08,0.257142857142857,0,0.742857142857143,0.228571428571429,0,0,0,0,0,0,1,1,1,1,2015-06-16
22.491,2.198,8.114,5.808,3.421,2.148,4.943,22.383,3.913,7.877,4.75,8.429,3.28,7.72,3.595,1.766,2.965,3.319,7.335,2.675,1.267,57.9,62.8,72,14.1,57,82,30.03,0.199999999999999,3.5,9.2,0,0,0,0.17,0.321428571428571,0,0.678571428571429,0.571428571428571,0,0,0,0,0,0,1,1,1,1,2015-06-17
24.676,2.152,7.997,5.964,3.356,1.965,4.922,22.405,3.807,7.779,4.82,8.108,3.453,8.04,3.559,1.799,2.921,3.223,7.286,2.728,1.312,69.1,71.1,82,12.9,68,90,29.94,0.0899999999999999,8.1,25.3,0,33.4,0,0.48,0.0769230769230769,0,0.923076923076923,0.769230769230769,0,0,0,0,0,0,1,1,1,1,2015-06-18
21.072,2.138,7.276,5.802,3.2,1.843,4.755,21.873,3.885,6.502,4.846,7.453,3.315,7.753,3.292,1.736,2.746,3.194,7.07,2.711,1.211,57,63,68,11,53.35,70,30.04,0.120000000000001,11.5,15,0,0,0,0,0,0,1,0.291666666666667,0,0,0,0,0,0,1,1,1,1,2015-06-19
7.297,1.129,1.608,3.48,1.841,0.912,2.431,8.023,1.412,0.031,2.973,1.165,1.764,2.534,0.976,1.063,1.89,1.62,4.196,1.494,0.756,57.9,70,81,23.1,60.1,71,29.9,0.270000000000003,5.8,16.1,0,21.9,0,0,0.0344827586206897,0,0.96551724137931,0.482758620689655,0,0,0,0,0,0,1,1,1,1,2015-06-20
6.36,0.773,0.842,2.637,1.178,0.541,1.551,5.842,1.253,0.027,1.972,0.682,1.08,2.265,0.615,0.73,1.102,1.1,2.856,0.946,0.54,70,73.9,87.1,17.1,67.45,83,29.87,0.170000000000002,9.2,19.6,0,27.6,0,0.18,0.2,0,0.766666666666667,0.2,0,0,0,0,0,0,1,1,1,1,2015-06-21
21.09,2.041,8.413,5.536,3.299,1.94,4.731,21.798,4.036,7.933,4.645,8.588,3.193,7.92,3.529,1.706,2.844,3.106,7.105,2.581,1.163,73,78.1,84.9,11.9,72,81,29.905,0.280000000000001,8.65,21.9,0,31.1,0,0.04,0.0555555555555556,0,0.805555555555556,0.444444444444444,0,0,0,0,0,0,1,1,1,1,2015-06-22
21.765,2.156,8.514,5.757,3.428,2.019,4.896,22.541,3.996,7.926,4.821,8.54,3.423,8.002,3.651,1.791,2.909,3.226,7.488,2.671,1.259,70,77,84,14,57,59,29.94,0.349999999999998,10.4,19.6,0,26.5,0,0,0.0740740740740741,0,0.777777777777778,0.407407407407407,0,0,0,0,0,0,1,1,1,1,2015-06-23
21.116,2.172,8.213,5.862,3.285,1.951,4.914,22.46,3.974,8.175,4.84,8.58,3.432,8.22,3.563,1.732,2.93,3.244,7.38,2.679,1.269,66,71.6,79,13,57,60.5,30.1,0.109999999999999,5.8,11.5,0,18.4,0,0,0,0,0.958333333333333,0.458333333333333,0,0,0,0,0,0,1,1,1,1,2015-06-24
22.203,2.093,8.08,5.78,3.18,1.969,4.744,22.405,4.005,8.258,4.861,8.472,3.347,8.143,3.537,1.775,2.769,3.383,7.331,2.727,1.257,68,71.1,81,13,66.9,87,29.95,0.140000000000001,8.1,13.8,0,0,0,0.33,0.27027027027027,0,0.72972972972973,0.702702702702703,0,0,0,0,0,0,1,1,1,1,2015-06-25
21.326,2.01,7.531,5.834,3.075,1.856,4.786,21.177,4.03,7.322,4.813,7.799,3.401,7.777,3.216,1.729,2.635,3.557,7.308,2.492,1.154,63,66,69.1,6.09999999999999,62.1,84,29.97,0.109999999999999,9.2,12.7,0,0,0,0.19,0.258064516129032,0,0.741935483870968,0.709677419354839,0,0,0,0,0,0,1,1,1,1,2015-06-26
8.359,1.225,2.277,3.662,1.941,0.98,2.562,7.652,1.568,2.495,2.973,1.411,1.996,3.334,0.957,1.118,1.743,1.798,4.309,1.439,0.704,59,64.5,77,18,54,71.5,29.955,0.0699999999999967,10.4,16.1,0,23,0,0.04,0.208333333333333,0,0.791666666666667,0.125,0,0,0,0,0,0,1,1,1,1,2015-06-27
7.118,0.843,1.516,2.866,1.424,0.597,1.821,6.655,1.41,1.734,2.25,0.871,1.349,2.475,0.764,0.815,1.204,1.703,3.261,1.074,0.593,59,71.55,80.1,21.1,51.1,56.5,29.905,0.120000000000001,5.2,16.1,0,28.8,0,0,0.0833333333333333,0,0.75,0.0833333333333333,0,0,0,0,0,0,1,1,1,1,2015-06-28
21.688,2.006,9.389,5.543,2.942,1.926,4.614,22.038,4.366,10.982,4.595,9.527,3.175,8.046,3.449,1.59,2.737,3.224,7.203,2.439,1.088,66.9,70,73.9,7,64,78,29.79,0.0500000000000007,4.6,9.2,0,0,0,0.02,0.379310344827586,0,0.620689655172414,0.413793103448276,0,0,0,0,0,0,0,0,0,0,2015-06-29
21.85,2.126,8.549,5.771,3.245,1.979,4.791,23.257,4.07,10.043,4.845,8.631,3.35,8.097,3.45,1.744,2.852,3.532,7.458,2.713,1.228,64.9,69.1,79,14.1,62.1,81,29.78,0.110000000000003,6.9,17.3,0,0,0,0,0,0,0.962962962962963,0.222222222222222,0,0,0,0,0,0,1,1,1,1,2015-06-30
22.335,2.062,8.364,5.747,3.129,1.876,4.577,22.491,3.962,9.322,4.827,8.514,3.215,8.182,3.577,1.641,2.734,3.201,7.239,2.693,1.179,59,62.1,66.9,7.90000000000001,53.1,72,29.96,0.119999999999997,8.1,12.7,0,0,0,0,0,0,1,0.448275862068966,0,0,0,0,0,0,1,1,1,1,2015-07-01
21.608,2.341,9.687,6.33,3.796,2.373,5.114,24.676,4.52,8.475,5.302,10.166,4.643,12.226,3.763,1.997,3.074,3.695,8.654,3.036,1.214,55.9,61,70,14.1,55,78,29.98,0.0500000000000007,10.4,16.1,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,1,1,1,1,2015-07-02
9.49,2.022,7.636,5.954,3.342,1.929,4.891,21.072,3.859,7.13,5.001,7.725,3.305,7.825,3.276,1.747,2.975,3.148,7.309,2.716,1.218,62.1,67.55,75.9,13.8,54,67,29.95,0.0899999999999999,8.1,12.7,0,0,0,0,0,0,1,0.541666666666667,0,0,0,0,0,0,1,1,1,1,2015-07-03
7.834,1.134,1.791,3.536,1.876,0.793,2.621,7.297,1.519,1.705,2.81,1.408,1.755,2.691,0.984,0.96,1.786,1.601,4.052,1.48,0.76,63,69.1,82.9,19.9,55.9,61,29.96,0.0899999999999999,3.5,9.2,0,0,0,0,0,0,0.695652173913043,0,0,0,0,0,0,0,1,1,1,1,2015-07-04
6.633,0.832,1.51,2.795,1.36,0.671,1.826,6.36,1.435,1.138,2.261,0.92,1.234,2.368,0.711,0.809,1.164,1.383,3.186,1.116,0.64,66,73.9,84.9,18.9,60.1,57,30.03,0.0899999999999999,4.6,10.4,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,1,1,1,1,2015-07-05
22.132,1.938,8.469,5.367,2.861,1.867,4.365,21.09,4.042,7.867,4.51,8.371,2.823,7.669,3.539,1.548,2.492,3.063,6.914,2.539,1.095,71.1,77,88,16.9,66.9,68,29.94,0.189999999999998,10.4,18.4,0,26.5,0,0.19,0.172413793103448,0,0.517241379310345,0.241379310344828,0,0,0,0,0,0,1,1,1,1,2015-07-06
21.718,2.142,8.49,5.692,3.111,2.061,4.782,21.765,4.014,8.078,4.894,8.489,3.334,8.205,3.788,1.665,2.881,3.355,7.421,2.779,1.225,59,66.9,81,22,57,83,29.89,0.25,16.1,24.2,0,31.1,0.01,0.23,0.615384615384615,0,0.384615384615385,0.282051282051282,0,0,0,0,0,0,1,1,1,1,2015-07-07
22.113,2.117,8.349,5.628,3.276,2.036,4.657,21.116,3.988,8.026,4.659,8.609,3.21,7.989,3.701,1.641,2.834,3.188,7.339,2.66,1.189,59,63,68,9,53.1,67,30.09,0.129999999999999,8.1,12.7,0,0,0,0,0.08,0,0.92,0.68,0,0,0,0,0,0,1,1,1,1,2015-07-08
22.706,2.076,8.305,5.686,3.065,2.006,4.628,22.203,3.977,8.382,4.775,8.442,3.177,8.393,3.624,1.726,2.594,3.304,7.275,2.746,1.106,61,64,73,12,57.9,84,29.96,0.190000000000001,9.2,12.7,0,0,0,0.02,0.297297297297297,0,0.702702702702703,0.486486486486487,0,0,0,0,0,0,1,1,1,1,2015-07-09
22.193,1.932,7.905,5.546,2.892,1.795,4.52,21.326,3.998,7.768,4.777,8.029,2.99,7.775,3.402,1.568,2.554,2.956,6.944,2.462,1.146,63,69.55,81,18,57.9,62,30.07,0.0799999999999983,5.8,9.2,0,0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,1,1,1,1,2015-07-10
8.131,1.155,2.061,3.742,1.874,0.878,2.496,8.359,1.609,1.887,2.908,1.429,1.688,2.787,1.014,0.995,1.77,1.984,4.17,1.451,0.84,66,74.45,81,15,58.45,58,30.1,0.120000000000001,4.05,10.4,0,0,0,0.01,0.0833333333333333,0,0.875,0.458333333333333,0,0,0,0,0,0,1,1,1,1,2015-07-11
7.116,1.172,2.806,2.998,2.231,1.044,2.715,7.118,1.759,1.587,2.339,1.821,1.537,2.193,0.743,1.044,1.942,1.531,3.528,1.221,0.71,69.1,73.9,82.9,13.8,66,73.5,29.975,0.129999999999999,6.9,11.5,0,0,0,0.06,0.107142857142857,0,0.892857142857143,0.392857142857143,0,0,0,0,0,0,1,1,1,1,2015-07-12
21.474,2.022,8.371,5.483,2.955,1.851,4.332,21.688,4.1,7.511,4.456,8.494,2.932,7.914,3.411,1.497,2.642,2.944,6.971,2.52,1.133,70,75.9,88,18,66.9,71,29.735,0.349999999999998,10.4,29.9,0,38,0,0.36,0.117647058823529,0,0.852941176470588,0.411764705882353,0,0,0,0,0,0,0,0,0,0,2015-07-13
22.742,2.097,8.341,5.588,3.128,1.974,4.683,21.85,3.926,7.646,4.74,8.44,3.096,7.984,3.587,1.645,2.624,2.941,7.116,2.547,1.185,69.1,75.9,82.9,13.8,64.9,68,29.59,0.260000000000002,11.5,19.6,0,28.8,0,0.3,0.111111111111111,0,0.777777777777778,0.259259259259259,0,0,0,0,0,0,0,0,0,0,2015-07-14
22.947,2.152,8.334,5.688,3.233,1.96,4.726,22.335,3.962,7.402,4.636,8.299,3.057,7.998,3.605,1.602,2.657,2.996,7.335,2.585,1.124,62.1,65.9,75.9,13.8,51.1,59.5,29.965,0.219999999999999,10.4,17.3,0,23,0,0,0,0,1,0.230769230769231,0,0,0,0,0,0,0,0,0,0,2015-07-15
22.333,2.093,7.266,5.891,3.178,1.831,4.51,21.608,3.966,6.446,4.81,7.081,3.118,7.946,3.433,1.756,2.741,3.033,7.257,2.623,1.177,64,69.55,79,15,58.45,69,30,0.200000000000003,8.1,16.1,0,23,0,0.27,0.25,0,0.75,0.714285714285714,0,0,0,0,0,0,0,0,0,0,2015-07-16
21.698,1.445,2.88,4.142,2.379,1.124,3.088,9.49,2.248,2.012,3.308,2.044,1.861,3.963,1.117,1.216,2.293,2.335,4.832,1.71,0.872,72,75,91.9,19.9,70,82,29.75,0.119999999999997,8.1,12.7,0,20.7,0,0.11,0.354838709677419,0,0.645161290322581,0.32258064516129,0,0,0,0,0,0,1,1,1,1,2015-07-17
8.334,1.205,1.711,3.304,1.87,0.902,2.6,7.834,1.523,1.411,2.501,1.174,1.597,3.165,0.92,0.992,1.707,1.861,3.961,1.391,0.834,75.9,82,91,15.1,70,69,29.81,0.140000000000001,8.65,19.6,0,34.5,0,0.02,0.0333333333333333,0,0.9,0.1,0,0,0,0,0,0,1,1,1,1,2015-07-18
7.526,0.884,1.936,2.752,1.474,0.682,1.997,6.633,1.673,1.13,2.133,1.056,1.208,2.221,0.65,0.8,1.319,1.541,3.116,1.061,0.652,77,80.1,88,11,70,67,29.83,0.0700000000000003,8.1,16.1,0,24.2,0,0,0,0,0.833333333333333,0.125,0,0,0,0,0,0,1,1,1,1,2015-07-19
22.24,1.946,8.325,5.222,3.001,1.829,4.438,22.132,4.099,7.218,4.319,8.089,2.921,8.023,3.479,1.549,2.715,3.093,6.828,2.463,1.174,68,76.45,88,20,61,60,29.815,0.149999999999999,6.95,13.8,0,20.7,0,0,0,0,0.916666666666667,0.125,0,0,0,0,0,0,1,1,1,1,2015-07-20
22.459,2.044,8.544,5.612,3.136,1.957,4.527,21.718,4.209,7.972,4.604,8.719,3.017,7.951,3.695,1.552,2.627,3.395,7.072,2.598,1.212,71.1,77,82,10.9,54.95,51.5,29.85,0.18,9.2,11.5,0,18.4,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,1,1,1,1,2015-07-21
22.489,2.146,8.419,5.789,3.409,2.095,4.675,22.113,4.126,8.024,4.745,8.63,3.294,8.373,3.768,1.73,2.839,3.379,7.389,2.671,1.193,68,75.9,82.9,14.9,54,46.5,29.93,0.0899999999999999,4.05,11.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2015-07-22
22.766,2.247,8.448,6.226,3.768,2.049,5.385,22.706,3.954,7.793,4.842,8.45,3.317,9.109,3.813,1.802,3.103,3.231,7.503,2.755,1.291,69.1,77.45,84.9,15.8,57,43,29.965,0.0599999999999987,4.6,11.5,0,0,0,0,0,0,0.833333333333333,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2015-07-23
21.733,2.226,7.814,5.871,3.462,2.044,4.975,22.193,3.923,7.457,4.953,7.485,3.235,8.673,3.499,1.718,2.944,3.449,7.472,2.67,1.283,71.1,79.1,86,14.9,60.1,50,29.98,0.120000000000001,4.6,17.3,0,27.6,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2015-07-24
8.912,1.162,2.069,3.679,2.071,0.994,2.662,8.131,1.733,2.244,2.936,1.473,1.791,3.501,1.143,1.121,1.766,1.961,4.358,1.536,0.776,73.9,79,91,17.1,66.45,63.5,29.89,0.0600000000000023,8.65,17.3,0,0,0,0,0,0,0.958333333333333,0.0833333333333333,0,0,0,0,0,0,1,1,1,1,2015-07-25
7.228,1.039,1.779,3.091,1.811,0.685,2.214,7.116,1.617,1.572,2.43,1.062,1.419,2.908,0.892,0.907,1.525,1.82,3.49,1.224,0.767,71.1,78,82,10.9,64.45,64,29.915,0.0400000000000027,5.2,9.2,0,0,0,0,0.0416666666666667,0,0.958333333333333,0.208333333333333,0,0,0,0,0,0,1,1,1,1,2015-07-26
21.826,1.983,8.405,5.417,2.979,1.817,4.416,21.474,4.028,7.894,4.463,8.318,3.059,7.946,3.416,1.581,2.513,2.927,7.238,2.465,1.149,72,80,89.1,17.1,64,61,29.945,0.0699999999999967,9.2,16.1,0,20.7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2015-07-27
22.063,2.094,8.403,5.672,3.149,1.927,4.77,22.742,3.916,8.029,4.615,8.635,3.123,8.269,3.788,1.625,2.718,3.059,7.226,2.627,1.245,73.9,82.9,93,19.1,66,53,29.95,0.169999999999998,6.9,16.1,0,0,0,0,0,0,0.92,0.12,0,0,0,0,0,0,1,1,1,1,2015-07-28
22.617,2.175,8.308,5.79,3.277,1.966,4.692,22.947,4.009,8.053,4.84,8.462,3.155,8.019,3.767,1.658,2.784,3.104,7.363,2.66,1.229,77,82.9,90,13,71.1,71,29.93,0.109999999999999,9.2,17.3,0,25.3,0,0.07,0.0606060606060606,0,0.93939393939394,0.363636363636364,0,0,0,0,0,0,1,1,1,1,2015-07-29
23.501,2.037,8.319,5.8,3.068,1.895,4.726,22.333,4.127,8.147,4.771,8.682,3.043,8.242,3.627,1.675,2.713,3.094,7.13,2.656,1.184,69.1,80,89.1,20,55,43,29.99,0.0799999999999983,10.4,17.3,0,25.3,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,1,1,1,1,2015-07-30
22.709,2.106,7.611,5.831,3.258,1.829,4.725,21.698,3.86,6.691,4.735,7.799,3.145,7.785,3.449,1.632,2.791,3.017,7.322,2.539,1.298,71.1,80.55,89.1,18,57,50.5,29.97,0.100000000000001,10.4,21.9,0,33.4,0,0,0,0,0.625,0,0,0,0,0,0,0,1,1,1,1,2015-07-31
8.639,1.086,1.724,3.451,1.841,0.816,2.494,8.334,1.672,0.065,2.7,1.259,1.719,2.588,1.069,0.969,1.69,1.54,4.035,1.305,0.871,66.9,78.55,88,21.1,53.1,41,29.95,0.109999999999999,7.5,15,0,25.3,0,0,0,0,0.708333333333333,0,0,0,0,0,0,0,1,1,1,1,2015-08-01
7.323,0.877,1.569,2.948,1.485,0.649,1.925,7.526,1.656,0.029,2.31,0.999,1.302,2.471,0.829,0.825,1.289,1.321,3.406,1.101,0.758,73,81,93.9,20.9,64.9,51,29.82,0.240000000000002,13.8,24.2,24.2,34.5,0,0,0,0,0.8,0.04,0,0,0,0,0,0,1,1,1,1,2015-08-02
22.751,2.031,8.502,5.522,3.135,1.823,4.456,22.24,4.097,7.743,4.54,8.389,3.024,7.922,3.544,1.601,2.697,2.888,7.161,2.566,1.227,68,75.9,87.1,19.1,64,61,29.76,0.209999999999997,11.5,31.1,0,39.1,0,1.06,0.172413793103448,0,0.827586206896552,0.275862068965517,0,0,0,0,0,0,1,1,1,1,2015-08-03
22.34,2.141,8.438,5.697,3.264,2.09,4.701,22.459,3.94,7.95,4.781,8.39,3.084,8.228,3.817,1.732,2.751,3.025,7.313,2.581,1.291,64.9,74.9,84,19.1,54,45,29.925,0.0899999999999999,6.9,16.1,0,20.7,0,0,0,0,0.708333333333333,0,0,0,0,0,0,0,1,1,1,1,2015-08-04
22.258,2.125,8.3,5.716,3.315,2.017,4.701,22.489,4.061,7.83,4.744,8.491,3.119,8.042,3.722,1.664,2.867,3.045,7.396,2.597,1.286,66,75.45,82.9,16.9,58,54.5,30,0.0700000000000003,4.6,13.8,0,0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,1,1,1,1,2015-08-05
22.493,2.19,8.279,5.783,3.267,1.903,4.863,22.766,3.964,7.901,4.92,8.266,3.238,8.316,3.671,1.757,2.792,3.093,7.411,2.68,1.274,71.1,75.45,84,12.9,59,57,29.94,0.100000000000001,9.8,13.8,0,18.4,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,1,1,1,1,2015-08-06
21.581,2.192,7.638,5.681,3.256,1.927,4.76,21.733,3.795,6.717,4.829,7.494,3.175,7.655,3.446,1.62,2.728,3.455,7.582,2.585,1.314,69.1,75,84,14.9,55.9,49.5,29.9,0.0900000000000034,8.65,12.7,0,18.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2015-08-07
8.657,1.207,1.615,3.878,1.918,0.862,2.488,8.912,1.678,0.071,3.02,1.091,1.793,2.841,0.998,1.077,1.614,1.889,4.474,1.539,0.849,73,77,84,11,62,62,29.885,0.110000000000003,8.1,10.4,0,0,0,0,0,0,1,0.269230769230769,0,0,0,0,0,0,1,1,1,1,2015-08-08
6.559,0.757,1.282,3.025,1.422,0.622,1.812,7.228,1.619,0.035,2.348,0.844,1.341,2.203,0.723,0.785,1.2,1.634,3.279,1.106,0.707,70,72.5,82,12,66,78,29.94,0.0999999999999979,4.6,10.4,0,0,0,0,0.0357142857142857,0,0.964285714285714,0.464285714285714,0,0,0,0,0,0,1,1,1,1,2015-08-09
21.474,2.038,8.651,5.74,3.073,1.91,4.546,21.826,3.968,7.838,4.649,8.466,2.999,7.851,3.46,1.63,2.603,3.167,7.087,2.459,1.325,72,75.9,84.9,12.9,66.9,75,29.85,0.100000000000001,5.8,18.4,0,26.5,0,0.25,0.0588235294117647,0,0.88235294117647,0.529411764705882,0,0,0,0,0,0,1,1,1,1,2015-08-10
21.782,2.164,8.446,5.551,3.126,1.971,4.655,22.063,4.06,8.304,4.732,8.354,3.07,8.114,3.591,1.63,2.685,3.325,7.223,2.568,1.312,69.1,75.45,81,11.9,63,68,30.005,0.189999999999998,8.1,16.1,0,20.7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2015-08-11
21.805,2.177,8.336,5.765,3.179,1.959,4.663,22.617,4.059,8.158,5.012,8.838,3.259,8.315,3.64,1.626,2.654,3.311,7.432,2.632,1.298,64.9,73,78.1,13.2,59,57,30.12,0.0899999999999999,5.2,10.4,0,19.6,0,0,0,0,0.875,0,0,0,0,0,0,0,1,1,1,1,2015-08-12
21.929,2.066,8.493,5.869,3.24,2.12,4.713,23.501,4.224,8.029,5.01,8.461,3.303,8.469,3.673,1.814,2.713,3.063,7.511,2.627,1.28,66.9,73.5,84.9,18,60.1,62,30.075,0.0899999999999999,8.65,16.1,0,20.7,0,0,0,0,0.916666666666667,0,0,0,0,0,0,1,1,1,1,1,2015-08-13
20.793,2.181,7.574,6.075,3.453,2.144,4.824,22.709,4.094,7.126,5.061,7.664,3.566,9.182,3.45,1.786,2.858,3.246,7.684,2.68,1.368,73.9,77,90,16.1,64.9,67,30.04,0.0800000000000018,9.2,12.7,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,1,1,1,1,2015-08-14
7.762,1.247,2.204,3.988,2.159,1.091,2.658,8.639,1.839,1.985,3.097,1.492,2.127,4.082,0.999,1.187,1.8,1.953,4.67,1.59,0.933,70,77.55,88,18,66,70,30.085,0.109999999999999,6.9,27.6,0,42.6,0,0.08,0.235294117647059,0,0.676470588235294,0.323529411764706,0,0,0,0,0,0,1,1,1,1,2015-08-15
7.11,0.974,1.732,3.085,1.746,0.771,2.04,7.323,1.671,1.443,2.468,1.097,1.712,3.632,0.789,0.956,1.446,1.475,3.651,1.157,0.766,73,79.55,90,17,68,72.5,30.06,0.110000000000003,6.9,16.1,0,24.2,0,0,0,0,0.625,0,0,0,0,0,0,0,1,1,1,1,2015-08-16
21.131,1.997,8.52,5.517,3.078,1.775,4.445,22.751,4.119,7.651,4.583,8.474,2.959,7.851,3.38,1.587,2.647,2.927,6.823,2.396,1.465,73.9,82,90,16.1,66.9,61.5,30.01,0.119999999999997,7.5,15,0,0,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2015-08-17
21.219,2.118,8.369,5.629,3.099,2.026,4.556,22.34,4.025,8.1,4.769,8.425,3.107,7.783,3.565,1.701,2.62,2.921,7.087,2.523,1.407,70,73,84,14,66.9,76,29.88,0.309999999999999,9.2,20.7,0,32.2,0,0.36,0.371428571428571,0,0.6,0.542857142857143,0,0,0,0,0,0,1,1,1,1,2015-08-18
21.558,2.102,8.338,5.753,3.108,1.997,4.487,22.258,4.064,7.849,4.813,8.486,3.173,7.786,3.603,1.683,2.697,2.908,7.327,2.523,1.392,69.1,73,78.1,9,66,79,29.68,0.119999999999997,12.7,20.7,0,38,0,0.63,0.129032258064516,0,0.870967741935484,0.612903225806452,0,0,0,0,0,0,1,1,1,1,2015-08-19
22.243,2.119,8.123,5.671,3.263,2.015,4.589,22.493,3.945,7.846,4.869,8.173,3.207,7.963,3.523,1.721,2.728,3.255,7.392,2.441,1.349,61,66,75,14,52.55,63,29.8,0.23,15,21.9,23.6,31.1,0,0,0.0384615384615385,0,0.961538461538462,0.230769230769231,0,0,0,0,0,0,1,1,1,1,2015-08-20
21.045,2.072,7.21,5.715,3.216,1.667,4.75,21.581,4.021,6.595,4.719,7.425,3.047,7.775,3.251,1.55,2.756,3.284,7.284,2.389,1.298,60.1,71.1,82.9,22.8,53.1,49,30.04,0.140000000000001,6.9,13.8,0,21.9,0,0,0,0,0.708333333333333,0,0,0,0,0,0,0,1,1,1,1,2015-08-21
8.601,1.082,1.633,3.42,1.864,0.801,2.509,8.657,1.723,0.044,2.763,1.208,1.621,2.529,1.007,1.024,1.65,1.943,4.12,1.369,0.865,66.9,76,82,15.1,55.45,52,30.06,0.140000000000001,8.1,17.3,0,28.8,0,0,0,0,0.625,0,0,0,0,0,1,0,1,1,1,1,2015-08-22
